Category Name,Extract Schedule (UTC),Transform Schedule (UTC),Extract Item Schedule (UTC),Transform Item Schedule (UTC),Extract Container Name,Extract Cron Schedule,Transform Container Name,Transform Cron Schedule,Extract Item Container Name,Extract Item Cron Schedule,Transform Item Container Name,Transform Item Cron Schedule,category_code
Tote-Bag-cat.11043011.11043018,15:45,16:45,16:15,21:15,shp-ext-tote-bag,45 15 * * *,shp-tfm-tote-bag,45 16 * * *,shp-ext-tote-bag-itm,15 16 * * *,shp-tfm-tote-bag-itm,15 21 * * *,11043018
Tas-Kerja-cat.11043011.11043019,15:45,16:45,16:45,21:45,shp-ext-tas-kerja,45 15 * * *,shp-tfm-tas-kerja,45 16 * * *,shp-ext-tas-kerja-itm,45 16 * * *,shp-tfm-tas-kerja-itm,45 21 * * *,11043019
Ransel-Wanita-cat.11042642.11042643,15:45,16:45,17:15,22:15,shp-ext-ransel-wanita,45 15 * * *,shp-tfm-ransel-wanita,45 16 * * *,shp-ext-ransel-wanita-itm,15 17 * * *,shp-tfm-ransel-wanita-itm,15 22 * * *,11042643
Tas-Serut-cat.11042642.11042644,15:45,16:45,17:45,22:45,shp-ext-tas-serut,45 15 * * *,shp-tfm-tas-serut,45 16 * * *,shp-ext-tas-serut-itm,45 17 * * *,shp-tfm-tas-serut-itm,45 22 * * *,11042644
Tas-Laptop-cat.11042642.11042645,16:00,17:00,18:15,23:15,shp-ext-tas-laptop,0 16 * * *,shp-tfm-tas-laptop,0 17 * * *,shp-ext-tas-laptop-itm,15 18 * * *,shp-tfm-tas-laptop-itm,15 23 * * *,11042645
Clutch-cat.11042642.11042650,16:00,17:00,18:45,23:45,shp-ext-clutch,0 16 * * *,shp-tfm-clutch,0 17 * * *,shp-ext-clutch-itm,45 18 * * *,shp-tfm-clutch-itm,45 23 * * *,11042650
Tas-Pinggang-Wanita-cat.11042642.11042651,16:00,17:00,19:15,0:15,shp-ext-tas-pinggang-wanita,0 16 * * *,shp-tfm-tas-pinggang-wanita,0 17 * * *,shp-ext-tas-pinggang-wanita-itm,15 19 * * *,shp-tfm-tas-pinggang-wanita-itm,15 0 * * *,11042651
Tote-Bag-cat.11042642.11042652,16:00,17:00,19:45,0:45,shp-ext-tote-bag,0 16 * * *,shp-tfm-tote-bag,0 17 * * *,shp-ext-tote-bag-itm,45 19 * * *,shp-tfm-tote-bag-itm,45 0 * * *,11042652
Top-Handle-Bag-cat.11042642.11042655,16:00,17:00,20:15,1:15,shp-ext-top-handle-bag,0 16 * * *,shp-tfm-top-handle-bag,0 17 * * *,shp-ext-top-handle-bag-itm,15 20 * * *,shp-tfm-top-handle-bag-itm,15 1 * * *,11042655
Tas-Selempang-Bahu-Wanita-cat.11042642.11042656,16:15,17:15,20:45,1:45,shp-ext-tas-selempang-bahu-wanita,15 16 * * *,shp-tfm-tas-selempang-bahu-wanita,15 17 * * *,shp-ext-tas-selempang-bahu-wanita-itm,45 20 * * *,shp-tfm-tas-selempang-bahu-wanita-itm,45 1 * * *,11042656
Dompet-Wanita-cat.11042642.11042657,16:15,17:15,21:15,2:15,shp-ext-dompet-wanita,15 16 * * *,shp-tfm-dompet-wanita,15 17 * * *,shp-ext-dompet-wanita-itm,15 21 * * *,shp-tfm-dompet-wanita-itm,15 2 * * *,11042657
Aksesoris-Tas-cat.11042642.11042664,16:15,17:15,21:45,2:45,shp-ext-aksesoris-tas,15 16 * * *,shp-tfm-aksesoris-tas,15 17 * * *,shp-ext-aksesoris-tas-itm,45 21 * * *,shp-tfm-aksesoris-tas-itm,45 2 * * *,11042664
Koper-Tas-Travel-cat.11042642.11042672,16:15,17:15,22:15,3:15,shp-ext-koper-tas-travel,15 16 * * *,shp-tfm-koper-tas-travel,15 17 * * *,shp-ext-koper-tas-travel-itm,15 22 * * *,shp-tfm-koper-tas-travel-itm,15 3 * * *,11042672
Tiket-Event-cat.11044631.11044632,16:15,17:15,22:45,3:45,shp-ext-tiket-event,15 16 * * *,shp-tfm-tiket-event,15 17 * * *,shp-ext-tiket-event-itm,45 22 * * *,shp-tfm-tiket-event-itm,45 3 * * *,11044632
Belanja-cat.11044631.11044635,16:30,17:30,23:15,4:15,shp-ext-belanja,30 16 * * *,shp-tfm-belanja,30 17 * * *,shp-ext-belanja-itm,15 23 * * *,shp-tfm-belanja-itm,15 4 * * *,11044635
Data-cat.11044631.11044642,16:30,17:30,23:45,4:45,shp-ext-data,30 16 * * *,shp-tfm-data,30 17 * * *,shp-ext-data-itm,45 23 * * *,shp-tfm-data-itm,45 4 * * *,11044642
Pulsa-cat.11044631.11044648,16:30,17:30,0:15,5:15,shp-ext-pulsa,30 16 * * *,shp-tfm-pulsa,30 17 * * *,shp-ext-pulsa-itm,15 0 * * *,shp-tfm-pulsa-itm,15 5 * * *,11044648
Travel-Tour-cat.11044631.11044654,16:30,17:30,0:45,5:45,shp-ext-travel-tour,30 16 * * *,shp-tfm-travel-tour,30 17 * * *,shp-ext-travel-tour-itm,45 0 * * *,shp-tfm-travel-tour-itm,45 5 * * *,11044654
Gaming-cat.11044631.11044658,16:30,17:30,1:15,6:15,shp-ext-gaming,30 16 * * *,shp-tfm-gaming,30 17 * * *,shp-ext-gaming-itm,15 1 * * *,shp-tfm-gaming-itm,15 6 * * *,11044658
Shopee-cat.11044631.11044666,16:45,17:45,1:45,6:45,shp-ext-shopee,45 16 * * *,shp-tfm-shopee,45 17 * * *,shp-ext-shopee-itm,45 1 * * *,shp-tfm-shopee-itm,45 6 * * *,11044666
